archive,member,offset,text,matched,source,category
gwy/font.mrp,start.mr,2748,_strCom,_strcom,ascii,other
gwy/font.mrp,start.mr,3683,sysinfo,sysinfo,ascii,other
gwy/font.mrp,start.mr,4168,_strCom,_strcom,ascii,other
gwy/font.mrp,start.mr,4191,sysinfo,sysinfo,ascii,other
gwy/font.mrp,reg.ext,964,font.ext,,ascii,dependency
gwy/font.mrp,reg.ext,988,timer err:%d,timer,ascii,lifecycle
gwy/font.mrp,reg.ext,1004,dealtimer,dealtimer|timer,ascii,lifecycle
gwy/font.mrp,reg.ext,1044,timerCreate err 01,timer,ascii,lifecycle
gwy/font.mrp,reg.ext,1212,TimerState = %d,timer,ascii,lifecycle
gwy/font.mrp,font.ext,3712,gb12%d.uc2,,ascii,other
gwy/font.mrp,font.ext,3736,gb12.uc2,,ascii,other
gwy/font.mrp,font.ext,3748,timer err:%d,timer,ascii,lifecycle
gwy/font.mrp,font.ext,3776,dealtimer,dealtimer|timer,ascii,lifecycle
gwy/font.mrp,font.ext,3816,timerCreate err 01,timer,ascii,lifecycle
gwy/font.mrp,font.ext,3984,TimerState = %d,timer,ascii,lifecycle
gwy/gamelist.mrp,start.mr,284,p_mr_param,p_mr_param|mr_param,ascii,other
gwy/gamelist.mrp,start.mr,358,_mr_c_load,_mr_c_load,ascii,other
gwy/gamelist.mrp,start.mr,393,dealevent,dealevent|event,ascii,lifecycle
gwy/gamelist.mrp,start.mr,408,dealtimer,dealtimer|timer,ascii,lifecycle
gwy/gamelist.mrp,start.mr,423,suspend,suspend,ascii,other
gwy/gamelist.mrp,start.mr,436,resume,resume,ascii,other
gwy/gamelist.mrp,start.mr,448,sysinfo,sysinfo,ascii,other
gwy/gamelist.mrp,start.mr,461,GetSysInfo,sysinfo,ascii,other
gwy/gamelist.mrp,start.mr,477,_strCom,_strcom,ascii,other
gwy/gamelist.mrp,start.mr,531,_mr_param,mr_param,ascii,other
gwy/gamelist.mrp,start.mr,737,_strCom,_strcom,ascii,other
gwy/gamelist.mrp,start.mr,755,cfunction.ext,cfunction.ext,ascii,dependency
gwy/gamelist.mrp,start.mr,1478,_strCom,_strcom,ascii,other
gwy/gamelist.mrp,start.mr,1840,_strCom,_strcom,ascii,other
gwy/gamelist.mrp,start.mr,2005,_strCom,_strcom,ascii,other
gwy/gamelist.mrp,start.mr,2170,_strCom,_strcom,ascii,other
gwy/gamelist.mrp,cfg.bin,13,Fgwy/property.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,61,1gwy/sge.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,110,gwy/sme.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,158,gwy/roomlist.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,205,Rgwy/embfrd.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,253,(gwy/embchat.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,302,gwy/currency.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,349,Ugwy/map.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,397,'gwy/mapquery.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,445,8gwy/dragonpic.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,493,8gwy/dgame1.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,541,3gwy/judge.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,589,3gwy/bazoo.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,638,gwy/sysset.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,685,]gwy/gamelobby.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,733, gwy/font.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,781,Qgwy/charge.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,830,gwy/wapgame.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,877,8gwy/dgame2.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,925,Rgwy/nets.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,973,Wgwy/mapview.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1021,^gwy/cellmap.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1069,[gwy/forum.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1117,Vgwy/browser.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1166,gwy/gbrwcore.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1214,gwy/gbrwshell.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1261,Qgwy/embcharge.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1310,gwy/cardcharge.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1358,gwy/caclobby.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1406,gwy/caccharge.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1454,gwy/cactask.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1502,gwy/cacchat.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1550,gwy/cacddzani.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1598,gwy/cacpublic.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1645,Igwy/cacddz.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1694,gwy/cacmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1742,gwy/smscharge.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1790,gwy/comLottery.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1838,gwy/csjaccount.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1886,gwy/digit.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1934,gwy/football.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,1982,gwy/digit_ticai.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2030,gwy/cobuy.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2077,Hgwy/chatroom.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2126,gwy/gui_sns.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2174,gwy/directpay.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2222,gwy/minicharge.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2270,gwy/cacmoneyrank.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2318,gwy/cacprofile.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2366,gwy/cacissue.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2414,gwy/photo.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2462,gwy/wedding.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2510,gwy/groupwar.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2557,[gwy/lbsns.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,2748,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,2811,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,3020,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,3083,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,3292,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,3355,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,3564,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,3627,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,3836,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,3899,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,4108,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,4171,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,4380,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,4443,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,4652,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,4715,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,4924,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,4987,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,5196,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,5259,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,5468,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,5531,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,5740,dload.gif,,ascii,other
gwy/gamelist.mrp,cfg.bin,5803,gwy/pmsg.mrp,,ascii,dependency
gwy/gamelist.mrp,cfg.bin,6766,http://i.51mrp.com,,ascii,network_endpoint
gwy/gamelist.mrp,gamelist.ext,81240,http://www.51mrp.com/wap/mpt/showThread/tid/702742,,ascii,network_endpoint
gwy/gamelist.mrp,gamelist.ext,81292,http://i.51mrp.com/commonprofile/userpassport.ftl,,ascii,network_endpoint
gwy/gamelist.mrp,gamelist.ext,81408,logo.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81560,cfg.bin,cfg.bin,ascii,descriptor_cfg
gwy/gamelist.mrp,gamelist.ext,81568,_cfg.bin.td,cfg.bin,ascii,descriptor_cfg
gwy/gamelist.mrp,gamelist.ext,81588,_cfg.bin,cfg.bin,ascii,descriptor_cfg
gwy/gamelist.mrp,gamelist.ext,81600,gwy/cfg.bin.td,cfg.bin,ascii,descriptor_cfg
gwy/gamelist.mrp,gamelist.ext,81616,gwy/cfg.bin,cfg.bin,ascii,descriptor_cfg
gwy/gamelist.mrp,gamelist.ext,81656,gamelist.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81678,new.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81700,exit.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81722,dtiele.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81744,border.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81766,dload.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81788,dload1.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81810,head.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81832,dl_list.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81854,dbhead.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81876,dbbot.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81898,dbboard.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81920,dbtitle.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81942,1.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81964,2.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,81986,3.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,82008,4.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,82030,5.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,82052,6.bmp,,ascii,other
gwy/gamelist.mrp,gamelist.ext,82100,gwy/font.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82116,gwy/gbrwcore.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82136,gwy/gbrwshell.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82188,napptype=%d_nurl=%s_gwyblink,gwyblink|napptype,ascii,descriptor_cfg
gwy/gamelist.mrp,gamelist.ext,82220,napptype=%d_nextid=%d_ncode=%d_narg=%d_narg1=%d_nmrpname=%s_gwyblink,gwyblink|napptype|nmrpname,ascii,descriptor_cfg
gwy/gamelist.mrp,gamelist.ext,82300,cfunction.ext,cfunction.ext,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82352,gwyblink,gwyblink,ascii,descriptor_cfg
gwy/gamelist.mrp,gamelist.ext,82364,napptype,napptype,ascii,descriptor_cfg
gwy/gamelist.mrp,gamelist.ext,82416,nmrpname,nmrpname,ascii,descriptor_cfg
gwy/gamelist.mrp,gamelist.ext,82428,gwy/%s.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82448,%s.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82528,gwy.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82536,reglogin.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82552,resmng.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82564,dload.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82576,gamelist.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82592,gui.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82632,gwy\wizard.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82648,gwy\hotchat.mrp,,ascii,dependency
gwy/gamelist.mrp,gamelist.ext,82696,msg.mid,,ascii,other
gwy/gamelist.mrp,gamelist.ext,89204,timer err:%d,timer,ascii,lifecycle
gwy/gamelist.mrp,gamelist.ext,89220,dealtimer,dealtimer|timer,ascii,lifecycle
gwy/gamelist.mrp,gamelist.ext,89232,timerCreate err 01,timer,ascii,lifecycle
gwy/gamelist.mrp,gamelist.ext,89400,TimerState = %d,timer,ascii,lifecycle
gwy/gamelist.mrp,gamelist.ext,89440,cache/exdet.dat,,ascii,other
gwy/gamelist.mrp,gamelist.ext,89524,cache/exr.sav,,ascii,other
gwy/gamelist.mrp,gamelist.ext,14268,@h0!,resource_grammar,ascii,other
gwy/gamelist.mrp,gamelist.ext,31922,hF@!lF,resource_grammar,ascii,other
gwy/gamelist.mrp,gamelist.ext,35261,!HD@8C,resource_grammar,ascii,other
gwy/gamelist.mrp,gamelist.ext,65876,@!hFlF,resource_grammar,ascii,other
gwy/gamelist.mrp,gamelist.ext,67117,!xD@,resource_grammar,ascii,other
gwy/gamelist.mrp,gamelist.ext,69336,!K@h,resource_grammar,ascii,other
gwy/gamelist.mrp,gamelist.ext,73572,"Ih ""!c@h",resource_grammar,ascii,other
gwy/gamelist.mrp,gamelist.ext,73821,1Ih!c@h,resource_grammar,ascii,other
gwy/gamelist.mrp,gamelist.ext,77745,!xD@,resource_grammar,ascii,other
gwy/gamelist.mrp,reg.ext,848,gamelist.ext,,ascii,dependency
gwy/gbrwcore.mrp,start.mr,284,p_mr_param,p_mr_param|mr_param,ascii,other
gwy/gbrwcore.mrp,start.mr,358,_mr_c_load,_mr_c_load,ascii,other
gwy/gbrwcore.mrp,start.mr,393,dealevent,dealevent|event,ascii,lifecycle
gwy/gbrwcore.mrp,start.mr,408,dealtimer,dealtimer|timer,ascii,lifecycle
gwy/gbrwcore.mrp,start.mr,423,suspend,suspend,ascii,other
gwy/gbrwcore.mrp,start.mr,436,resume,resume,ascii,other
gwy/gbrwcore.mrp,start.mr,448,sysinfo,sysinfo,ascii,other
gwy/gbrwcore.mrp,start.mr,461,GetSysInfo,sysinfo,ascii,other
gwy/gbrwcore.mrp,start.mr,477,_strCom,_strcom,ascii,other
gwy/gbrwcore.mrp,start.mr,531,_mr_param,mr_param,ascii,other
gwy/gbrwcore.mrp,start.mr,737,_strCom,_strcom,ascii,other
gwy/gbrwcore.mrp,start.mr,755,cfunction.ext,cfunction.ext,ascii,dependency
gwy/gbrwcore.mrp,start.mr,1478,_strCom,_strcom,ascii,other
gwy/gbrwcore.mrp,start.mr,1840,_strCom,_strcom,ascii,other
gwy/gbrwcore.mrp,start.mr,2005,_strCom,_strcom,ascii,other
gwy/gbrwcore.mrp,start.mr,2170,_strCom,_strcom,ascii,other
gwy/gbrwcore.mrp,reg.ext,664,gbrwcore.ext,,ascii,dependency
gwy/gbrwcore.mrp,gbrwcore.ext,140040,lib.savelogininfo,,ascii,service_export
gwy/gbrwcore.mrp,gbrwcore.ext,140060,lib.saveuserinfo,,ascii,service_export
gwy/gbrwcore.mrp,gbrwcore.ext,140204,lib.sendsms,send,ascii,service_export
gwy/gbrwcore.mrp,gbrwcore.ext,140244,lib.startGame,startgame,ascii,service_export
gwy/gbrwcore.mrp,gbrwcore.ext,140356,lib.checkmrpver,checkmrpver,ascii,service_export
gwy/gbrwcore.mrp,gbrwcore.ext,140372,lib.isFileOnServerNewer,isfileonservernewer,ascii,service_export
gwy/gbrwcore.mrp,gbrwcore.ext,140412,lib.getFileVersion,getfileversion,ascii,service_export
gwy/gbrwcore.mrp,gbrwcore.ext,140452,lib.download,download,ascii,service_export
gwy/gbrwcore.mrp,gbrwcore.ext,140480,lib.runapp,runapp,ascii,service_export
gwy/gbrwcore.mrp,gbrwcore.ext,140588,skyurl.cfg,,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,140600,C:/Download,download,ascii,download_update
gwy/gbrwcore.mrp,gbrwcore.ext,140620,:/Download,download,ascii,download_update
gwy/gbrwcore.mrp,gbrwcore.ext,140632,C:/Download/,download,ascii,download_update
gwy/gbrwcore.mrp,gbrwcore.ext,140648,:/Download/,download,ascii,download_update
gwy/gbrwcore.mrp,gbrwcore.ext,141024,index.dat,,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,141056,/index.dat,,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,141068,%s/index.dat,,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,141212,http://mrp.fm,,ascii,network_endpoint
gwy/gbrwcore.mrp,gbrwcore.ext,141264,connection,connect,ascii,network_endpoint
gwy/gbrwcore.mrp,gbrwcore.ext,141564,Connection: ,connect,ascii,network_endpoint
gwy/gbrwcore.mrp,gbrwcore.ext,142388,sky_download:,download,ascii,download_update
gwy/gbrwcore.mrp,gbrwcore.ext,142764,http://mrp.fm,,ascii,network_endpoint
gwy/gbrwcore.mrp,gbrwcore.ext,142812,cfunction.ext,cfunction.ext,ascii,dependency
gwy/gbrwcore.mrp,gbrwcore.ext,142828,logo.ext,,ascii,dependency
gwy/gbrwcore.mrp,gbrwcore.ext,142924,ontimer,timer,ascii,lifecycle
gwy/gbrwcore.mrp,gbrwcore.ext,145648,temp.dat,,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,145700,download,download,ascii,download_update
gwy/gbrwcore.mrp,gbrwcore.ext,145720,download/dwnlist.dat,download,ascii,download_update
gwy/gbrwcore.mrp,gbrwcore.ext,145828,http://sta.proxy.51mrp.com/,,ascii,network_endpoint
gwy/gbrwcore.mrp,gbrwcore.ext,145900,timer err:%d,timer,ascii,lifecycle
gwy/gbrwcore.mrp,gbrwcore.ext,145916,dealtimer,dealtimer|timer,ascii,lifecycle
gwy/gbrwcore.mrp,gbrwcore.ext,145928,timerCreate err 01,timer,ascii,lifecycle
gwy/gbrwcore.mrp,gbrwcore.ext,146096,TimerState = %d,timer,ascii,lifecycle
gwy/gbrwcore.mrp,gbrwcore.ext,146136,cache/exdet.dat,,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,146220,cache/exr.sav,,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,10393,!Y^@,resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,18595,"""HD@h!",resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,26644,(l<!@i,resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,29757,d!l@,resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,62210,H!aC@iA,resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,73063,H)!HD@0,resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,74129,!Ab@HxD@IID,resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,92646,2!Y^@,resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,112109,!BP@IyD,resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,127275,!Y^@,resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,133996,H!iC`i@,resource_grammar,ascii,other
gwy/gbrwcore.mrp,gbrwcore.ext,139551,!#h@HHD,resource_grammar,ascii,other
gwy/gbrwshell.mrp,start.mr,241,_mr_c_load,_mr_c_load,ascii,other
gwy/gbrwshell.mrp,start.mr,276,dealevent,dealevent|event,ascii,lifecycle
gwy/gbrwshell.mrp,start.mr,291,dealtimer,dealtimer|timer,ascii,lifecycle
gwy/gbrwshell.mrp,start.mr,306,suspend,suspend,ascii,other
gwy/gbrwshell.mrp,start.mr,319,resume,resume,ascii,other
gwy/gbrwshell.mrp,start.mr,331,sysinfo,sysinfo,ascii,other
gwy/gbrwshell.mrp,start.mr,344,GetSysInfo,sysinfo,ascii,other
gwy/gbrwshell.mrp,start.mr,360,_strCom,_strcom,ascii,other
gwy/gbrwshell.mrp,start.mr,559,_strCom,_strcom,ascii,other
gwy/gbrwshell.mrp,start.mr,577,cfunction.ext,cfunction.ext,ascii,dependency
gwy/gbrwshell.mrp,start.mr,1300,_strCom,_strcom,ascii,other
gwy/gbrwshell.mrp,start.mr,1662,_strCom,_strcom,ascii,other
gwy/gbrwshell.mrp,start.mr,1827,_strCom,_strcom,ascii,other
gwy/gbrwshell.mrp,start.mr,1992,_strCom,_strcom,ascii,other
gwy/gbrwshell.mrp,reg.ext,608,gbrwshell.ext,,ascii,dependency
gwy/gbrwshell.mrp,gbrwshell.ext,39888,cfunction.ext,cfunction.ext,ascii,dependency
gwy/gbrwshell.mrp,gbrwshell.ext,39904,logo.ext,,ascii,dependency
gwy/gbrwshell.mrp,gbrwshell.ext,39952,gbrw/brw2.cfg,,ascii,other
gwy/gbrwshell.mrp,gbrwshell.ext,39968,http://help.proxy.51mrp.com/help,,ascii,network_endpoint
gwy/gbrwshell.mrp,gbrwshell.ext,40004,http://help.proxy.51mrp.com/feedback,,ascii,network_endpoint
gwy/gbrwshell.mrp,gbrwshell.ext,40044,http://help.proxy.51mrp.com/recommend,,ascii,network_endpoint
gwy/gbrwshell.mrp,gbrwshell.ext,41568,wait.bmp,,ascii,other
gwy/gbrwshell.mrp,gbrwshell.ext,41590,extred.bmp,,ascii,other
