zip_path,rel_gwy,basename,size,sha256,parse_ok,entry_count,declared_size,directory_offset,class,member_ext_counts,ext_members,reg_primary_guess,reg_ext_names,start_sha256,start_len,mrc_loader_sha256,cfunction_sha256,has_reg_ext,has_cfunction_ext,has_mrc_loader_ext,has_gamelist_ext,has_gbrwcore_ext,has_gbrwshell_ext,asset_count
冒泡游戏320480/网游/gwy/gbrwcore.mrp,gbrwcore.mrp,gbrwcore.mrp,100292,dc7c2134d214e0667174d1806227ea88b41357269e92845d15afdb7f10267b44,True,3,100292,240,gwy_shell_core,"{"".mr"": 1, "".ext"": 2}",reg.ext|gbrwcore.ext,gbrwcore.ext,gbrwcore.ext,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,2490,,,True,False,False,False,True,False,0
冒泡游戏320480/网游/gwy/gbrwshell.mrp,gbrwshell.mrp,gbrwshell.mrp,33152,3cc99e87680b7ebb94dc6f4c3d765d4480a0595650ee97e3c5463400d1819916,True,9,33152,240,gwy_shell_core,"{"".mr"": 1, "".bmp"": 6, "".ext"": 2}",reg.ext|gbrwshell.ext,gbrwshell.ext,gbrwshell.ext,7fc8d5412ac5d932196ebd2b1f22b042965442057f604371f3025d072e94c5fb,2240,,,True,False,False,False,False,True,6
冒泡游戏320480/网游/gwy/gkdxy.mrp,gkdxy.mrp,gkdxy.mrp,299820,2736ddce10710c615d603b013adae8090a2e938c0f016c74b6e6442def3b6c38,True,9,299820,240,native_ext_package,"{"".mr"": 1, "".fs"": 4, "".mid"": 1, ""(none)"": 1, "".ext"": 2}",reg.ext|gkdxy.ext,gkdxy.ext,gkdxy.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,1
冒泡游戏320480/网游/gwy/gui.mrp,gui.mrp,gui.mrp,32052,508a4867815dc7e00aa3dfc95fe41e691ae348e21a8cc02d18a7000d30dbc207,True,18,32052,240,native_ext_package,"{"".mr"": 1, "".bmp"": 15, "".ext"": 2}",gui.ext|reg.ext,gui.ext,gui.ext,7fc8d5412ac5d932196ebd2b1f22b042965442057f604371f3025d072e94c5fb,2240,,,True,False,False,False,False,False,15
冒泡游戏320480/网游/gwy/hotchat.mrp,hotchat.mrp,hotchat.mrp,30766,8b221c5bf0e8613457fbb16ae09e7a79e2753aeb912e360c36da1ce178663b4b,True,17,30766,240,native_ext_package,"{"".mr"": 1, "".bmp"": 14, "".ext"": 2}",reg.ext|hotchat.ext,hotchat.ext,hotchat.ext,7fc8d5412ac5d932196ebd2b1f22b042965442057f604371f3025d072e94c5fb,2240,,,True,False,False,False,False,False,14
冒泡游戏320480/网游/gwy/jjfb.mrp,jjfb.mrp,jjfb.mrp,414602,52c13182f87f5ba14bed64589e7f47cb2860a56b32c91fdb25ab13467d5fc036,True,50,414602,240,mrc_loader_game,"{"".mr"": 1, "".ext"": 21, "".bmp"": 27, "".ani"": 1}",mrc_loader.ext|bigworldmapmodule.ext|mainmenumodule.ext|mailmodule.ext|moduletest.ext|chatmodule.ext|gezimodule.ext|taobaomodule.ext|gameattackmodule.ext|monsterstatemodule.ext|itembagshopmodule.ext|viewmanmodule.ext|betmodule.ext|monstermodule.ext|leitaimodule.ext|reg.ext|lianmengmodule.ext|othermodule.ext|robotol.ext|shopmodule.ext|itemhechengmodule.ext,robotol.ext,robotol.ext|moduletest.ext|mainmenumodule.ext|bigworldmapmodule.ext|gameattackmodule.ext|taobaomodule.ext|gezimodule.ext|mailmodule.ext|chatmodule.ext|monsterstatemodule.ext|viewmanmodule.ext|itembagshopmodule.ext|leitaimodule.ext|monstermodule.ext|lianmengmodule.ext|othermodule.ext|itemhechengmodule.ext|shopmodule.ext|betmodule.ext,c8d664aa7034d044ded428158f9cca1d49a3781242421eb1b1de7f201949ff05,3787,d36151ee3c119717305afe4b1f0ba47f0f0154f8ba6f2c5081d6402c8eddd938,,True,False,True,False,False,False,54
冒泡游戏320480/网游/gwy/pmsg.mrp,pmsg.mrp,pmsg.mrp,15242,dc678b3641ac4399ed83cebc6d8ee70bc4f16f796f738d2914d70fc16a93089a,True,7,15242,240,native_ext_package,"{"".mr"": 1, "".ext"": 2, "".bmp"": 4}",reg.ext|pmsg.ext,pmsg.ext,pmsg.ext,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,2490,,,True,False,False,False,False,False,4
冒泡游戏320480/网游/gwy/reglogin.mrp,reglogin.mrp,reglogin.mrp,30992,70da238867c82023a516f26f539b4a36ebf885ba1449866ca6c82853202ced82,True,13,30992,240,native_ext_package,"{"".mr"": 1, "".bmp"": 10, "".ext"": 2}",reg.ext|reglogin.ext,reglogin.ext,reglogin.ext,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,2490,,,True,False,False,False,False,False,10
冒泡游戏320480/网游/gwy/resmng.mrp,resmng.mrp,resmng.mrp,14610,9d036ac6c696442c4508d7076b671d94fa96868bd4df9593e33b515b34fbc060,True,4,14610,240,native_ext_package,"{"".mr"": 1, "".bmp"": 1, "".ext"": 2}",reg.ext|resmng.ext,resmng.ext,resmng.ext,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,2490,,,True,False,False,False,False,False,1
冒泡游戏320480/网游/gwy/rollscr.mrp,rollscr.mrp,rollscr.mrp,23519,2b61ab8f6cc52ba885204b38a37fb7e26f05308ce37337272c797d0011fcb709,True,6,23519,240,native_ext_package,"{"".mr"": 1, "".bmp"": 3, "".ext"": 2}",reg.ext|roll.ext,roll.ext,roll.ext,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,2490,,,True,False,False,False,False,False,3
冒泡游戏320480/网游/gwy/roomlist.mrp,roomlist.mrp,roomlist.mrp,13627,e014297d3471d3911cd8b0ab8964e859fee58df21fb69c87dd0321397d0bf7dc,True,3,13627,240,native_ext_package,"{"".mr"": 1, "".ext"": 2}",reg.ext|roomlist.ext,roomlist.ext,roomlist.ext,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,2490,,,True,False,False,False,False,False,0
冒泡游戏320480/网游/gwy/sanguo.mrp,sanguo.mrp,sanguo.mrp,638474,c54ec123d15d90060ac2f4fc6b32d277f5b467f75501f32669799c16ac501e23,True,275,638474,240,native_ext_package,"{"".mr"": 2, "".bmp"": 271, "".ext"": 2}",reg.ext|sanguo.ext,sanguo.ext,sanguo.ext,5addb579b1e95ce496585518b00bbba617eca8799726a33df01daae4630efadb,559903,,,True,False,False,False,False,False,271
冒泡游戏320480/网游/gwy/sgmj.mrp,sgmj.mrp,sgmj.mrp,412941,f43666e166c172eec57bd39095d5bdd33013b01e6be425993e11209bd9eb7ead,True,35,412941,240,native_ext_package,"{"".mr"": 1, "".cfg"": 1, "".bin"": 31, "".ext"": 2}",reg.ext|sgmj.ext,sgmj.ext,sgmj.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,31
冒泡游戏320480/网游/gwy/smd.mrp,smd.mrp,smd.mrp,256866,0ff1f94152b9dcd41c029b0fb7e709a1aa4078256ea8eb9547284071ecd89453,True,5,256866,240,native_ext_package,"{"".mr"": 1, "".res"": 1, "".txt"": 1, "".ext"": 2}",reg.ext|smd.ext,smd.ext,smd.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,2
冒泡游戏320480/网游/gwy/smsbase.mrp,smsbase.mrp,smsbase.mrp,8915,0e6da0ce75cadb60093ff735981240279587394036c67ed5e541b79ff7a495ba,True,3,8915,240,native_ext_package,"{"".mr"": 1, "".ext"": 2}",reg.ext|smsbase.ext,smsbase.ext,smsbase.ext,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,2490,,,True,False,False,False,False,False,0
冒泡游戏320480/网游/gwy/smscharge.mrp,smscharge.mrp,smscharge.mrp,28521,ebb7b9a62b7598ce495f79248dc17429001e80d182ca63923dd9c1c50d7332d5,True,3,28521,240,native_ext_package,"{"".mr"": 1, "".ext"": 2}",reg.ext|smscharge.ext,smscharge.ext,smscharge.ext,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,2490,,,True,False,False,False,False,False,0
冒泡游戏320480/网游/gwy/spacetime.mrp,spacetime.mrp,spacetime.mrp,488893,98845c0c975767e62b0ae3afad7fb4d951f26afd4430b4f90ec4c38937782bac,True,422,488893,240,native_ext_package,"{"".mr"": 1, "".bmp"": 282, "".d"": 136, "".dat"": 1, "".ext"": 2}",reg.ext|spacetime.ext,spacetime.ext,spacetime.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,282
冒泡游戏320480/网游/gwy/ssjx.mrp,ssjx.mrp,ssjx.mrp,219731,15c0e9fad4b3c6af974c863bf1405f9fd649b457ea99b2f5a6780d56e330aefc,True,123,219731,240,native_ext_package,"{"".mr"": 1, "".bin"": 2, "".imgs"": 45, "".img"": 11, "".ani"": 15, "".str"": 37, "".ext"": 2, ""(none)"": 9, "".data"": 1}",gameonline.ext|reg.ext,gameonline.ext,gameonline.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,17
冒泡游戏320480/网游/gwy/svrctrl.mrp,svrctrl.mrp,svrctrl.mrp,11740,211230b19ce05d028aeb81353165c32285a19f9f395988a84f14dc0270d1683c,True,3,11740,240,native_ext_package,"{"".mr"": 1, "".ext"": 2}",reg.ext|svrctrl.ext,svrctrl.ext,svrctrl.ext,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,2490,,,True,False,False,False,False,False,0
冒泡游戏320480/网游/gwy/tlbb.mrp,tlbb.mrp,tlbb.mrp,307238,4aff385218c07c566396dd114f476115e6498325b3a5048900317a42192420e3,True,18,307238,240,native_ext_package,"{"".mr"": 1, "".bmp"": 10, "".actor"": 4, "".bin"": 1, "".ext"": 2}",reg.ext|dream.ext,dream.ext,dream.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,11
冒泡游戏320480/网游/gwy/tyol.mrp,tyol.mrp,tyol.mrp,480559,ffd4aa4fb89c61e3997f6f80962525521c783adbfed35cd11c029e063113b2fe,True,617,480559,240,native_ext_package,"{"".mr"": 1, "".bin"": 226, "".bmp"": 292, "".map"": 93, "".mid"": 3, "".ext"": 2}",reg.ext|tyol.ext,tyol.ext,tyol.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,521
冒泡游戏320480/网游/gwy/vdload.mrp,vdload.mrp,vdload.mrp,11586,5089b4f9f5d90b0edd90d9fe8b8b59ba07e28c1c78b00518e9803abdf2942961,True,3,11586,240,native_ext_package,"{"".mr"": 1, "".ext"": 2}",reg.ext|vdload.ext,vdload.ext,vdload.ext,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,2490,,,True,False,False,False,False,False,0
冒泡游戏320480/网游/gwy/wapgame.mrp,wapgame.mrp,wapgame.mrp,7156,d7fe0b975871b491989d8365114e327052b00f5cc173fd6ff3b3f191b3030d0e,True,3,7156,240,native_ext_package,"{"".mr"": 1, "".ext"": 2}",reg.ext|wapgame.ext,wapgame.ext,wapgame.ext,7fc8d5412ac5d932196ebd2b1f22b042965442057f604371f3025d072e94c5fb,2240,,,True,False,False,False,False,False,0
冒泡游戏320480/网游/gwy/wm2.mrp,wm2.mrp,wm2.mrp,22626,b247ec662468aafb3bbefdfb8182553a852e4dad820d095830b272a3fd463fa7,True,3,22626,240,native_ext_package,"{"".mr"": 1, "".ext"": 2}",reg.ext|wm1_help.ext,wm1_help.ext,wm1_help.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,0
冒泡游戏320480/网游/gwy/wm2pet.mrp,wm2pet.mrp,wm2pet.mrp,34609,9dec697c08a0bf3cdade4772f2ff5608d0a47ac8bb06ab98220e12021aa436bb,True,3,34609,240,native_ext_package,"{"".mr"": 1, "".ext"": 2}",reg.ext|wmpk.ext,wmpk.ext,wmpk.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,0
冒泡游戏320480/网游/gwy/wxjwq.mrp,wxjwq.mrp,wxjwq.mrp,299067,6ec628419bc4c0ca1f8fba37b0c5179961220cd53591fc55eba26735defbd02d,True,21,299067,240,mrc_loader_game,"{"".mr"": 1, "".ext"": 3, "".bmp"": 14, "".bin"": 1, "".path"": 1, "".res"": 1}",mrc_loader.ext|reg.ext|mmochat.ext,mmochat.ext,mmochat.ext,c8d664aa7034d044ded428158f9cca1d49a3781242421eb1b1de7f201949ff05,3787,d36151ee3c119717305afe4b1f0ba47f0f0154f8ba6f2c5081d6402c8eddd938,,True,False,True,False,False,False,17
冒泡游戏320480/网游/gwy/xaqd.mrp,xaqd.mrp,xaqd.mrp,427604,3f62a33231e940cfba2a839776b6104156f04091ecd242337981dc26292e13ff,True,281,427604,240,native_ext_package,"{"".mr"": 1, "".dat"": 278, "".ext"": 2}",reg.ext|wm1.ext,wm1.ext,wm1.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,0
冒泡游戏320480/网游/gwy/xyol.mrp,xyol.mrp,xyol.mrp,324227,061e861e77a2723bea26c0bb05e8994db2e95e51a5020ab483219eeedd9baf0d,True,87,324227,240,native_ext_package,"{"".mr"": 1, "".bmp"": 84, "".ext"": 2}",reg.ext|xiyou.ext,xiyou.ext,xiyou.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,84
冒泡游戏320480/网游/gwy/yxlm.mrp,yxlm.mrp,yxlm.mrp,350664,997e9c94fdf6a1b5e6a92ab244ea196cb5ba4e58b434ead40bb58e97da03d335,True,160,350664,240,native_ext_package,"{"".mr"": 1, "".dat"": 157, "".ext"": 2}",reg.ext|xqj.ext,xqj.ext,xqj.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,0
冒泡游戏320480/网游/gwy/zsol.mrp,zsol.mrp,zsol.mrp,285598,c4e543915dbf5610ae79ae52b78aaa18589fd0e09495dc5e3fb13b30c616c21b,True,19,285598,240,native_ext_package,"{"".mr"": 1, "".bmp"": 9, "".actor"": 4, "".bin"": 3, "".ext"": 2}",reg.ext|dream.ext,dream.ext,dream.ext,e318e580d789041a524a656038fcf38c6be35f9abba48902c8d4580ea8563ed7,3435,,,True,False,False,False,False,False,12
